record_id,type_id,region_id,occur_time,property_loss,victim_count
"540","1","2","2025-05-17 22:00:00","75117.76","1"
"541","1","1","2023-11-06 12:00:00",,"1"
"542","4","2","2023-05-28 01:00:00","81882.34","1"
"543","1","1","2023-10-19 08:00:00","513.74","1"
"544","5","4","2024-11-07 17:00:00",,"1"
"545","3","2","2024-06-05 03:00:00","53509.14","1"
"546","5","1","2023-09-30 00:00:00",,"1"
"547","3","4","2023-01-18 00:00:00",,"1"
"548","2","3","2024-02-27 23:00:00",,"1"
"549","5","2","2025-04-11 12:00:00","91222.05","3"
"550","1","3","2024-11-22 03:00:00",,"1"
"551","3","1","2024-02-06 05:00:00","9746.69","1"
"552","5","4","2023-04-10 06:00:00",,"1"
"553","5","4","2023-05-05 20:00:00","55092.65","1"
"554","5","2","2023-05-18 17:00:00",,"1"
"555","4","5","2023-01-07 01:00:00",,"1"
"556","5","1","2024-06-07 18:00:00",,"3"
"557","3","5","2024-05-21 20:00:00",,"1"
"558","2","4","2023-04-25 06:00:00",,"1"
"559","3","5","2025-04-20 20:00:00",,"1"
"560","1","1","2024-02-29 21:00:00",,"1"
"561","5","1","2024-05-27 19:00:00",,"1"
"562","1","2","2025-04-29 01:00:00",,"1"
"563","1","3","2023-03-19 04:00:00",,"1"
"564","5","3","2025-04-07 04:00:00",,"1"
"565","1","2","2024-07-03 23:00:00",,"1"
"566","1","5","2024-12-28 13:00:00",,"1"
"567","4","1","2024-02-21 22:00:00",,"1"
"568","5","4","2023-02-05 00:00:00","81342.97","1"
"569","2","1","2023-05-24 18:00:00",,"5"
"570","2","5","2025-06-14 12:00:00",,"1"
"571","2","2","2024-04-14 14:00:00",,"1"
"572","1","1","2023-02-04 02:00:00",,"5"
"573","4","5","2025-01-31 06:00:00","16696.96","1"
"574","4","3","2023-06-30 11:00:00","80125.08","1"
"575","4","4","2025-05-14 18:00:00",,"4"
"576","4","2","2024-02-24 09:00:00",,"1"
"577","4","4","2025-04-30 11:00:00",,"3"
"578","2","1","2023-01-25 13:00:00","21384.15","1"
"579","5","2","2023-05-11 14:00:00",,"1"
"580","3","1","2023-08-03 16:00:00",,"1"
"581","5","4","2025-05-06 16:00:00",,"1"
"582","2","3","2023-02-13 12:00:00",,"5"
"583","5","1","2023-07-14 00:00:00",,"1"
"584","5","2","2025-01-21 02:00:00",,"1"
"585","2","5","2024-01-24 16:00:00",,"3"
"586","1","1","2024-10-02 13:00:00",,"1"
"587","4","5","2025-01-04 15:00:00","13523.84","1"
"588","4","4","2025-04-03 04:00:00",,"1"
"589","1","2","2024-05-09 17:00:00","45193.97","1"
"590","1","2","2023-02-28 09:00:00","60703.27","1"
"591","1","5","2025-04-28 07:00:00","63651.81","1"
"592","2","3","2024-01-16 16:00:00",,"1"
"593","2","2","2023-12-12 23:00:00","94513.04","1"
"594","1","2","2025-05-22 03:00:00","24238.57","1"
"595","3","2","2024-08-12 15:00:00",,"1"
"596","5","4","2024-10-19 12:00:00",,"1"
"597","5","4","2024-10-09 16:00:00",,"1"
"598","4","1","2024-11-11 07:00:00",,"1"
"599","3","4","2024-07-30 05:00:00",,"1"
"600","4","4","2025-02-28 12:00:00",,"1"
"601","2","1","2024-06-05 14:00:00",,"1"
"602","4","3","2024-10-10 20:00:00",,"2"
"603","3","3","2023-12-28 08:00:00",,"5"
"604","3","3","2023-09-25 23:00:00",,"1"
"605","3","3","2024-10-10 03:00:00",,"1"
"606","2","2","2024-10-04 14:00:00","21673.34","1"
"607","5","1","2025-02-25 03:00:00",,"1"
"608","2","3","2023-04-03 04:00:00",,"1"
"609","4","5","2023-01-03 11:00:00",,"1"
"610","4","3","2024-12-06 06:00:00",,"1"
"611","1","3","2023-02-01 22:00:00",,"1"
"612","4","2","2024-07-27 05:00:00",,"1"
"613","3","3","2025-05-01 06:00:00",,"1"
"614","2","1","2025-06-06 09:00:00",,"1"
"615","2","5","2025-01-13 10:00:00",,"4"
"616","3","2","2023-09-05 09:00:00",,"4"
"617","5","1","2023-06-28 13:00:00",,"1"
"618","3","3","2024-02-05 14:00:00",,"1"
"619","5","3","2023-09-25 18:00:00","10911.77","2"
"620","4","4","2023-10-21 12:00:00","1626.05","3"
"621","3","1","2023-11-26 07:00:00",,"1"
"622","5","2","2024-10-26 17:00:00",,"1"
"623","4","4","2024-01-31 23:00:00",,"1"
"624","1","1","2024-05-21 08:00:00",,"1"
"625","3","2","2023-06-22 23:00:00",,"1"
"626","1","2","2024-01-30 03:00:00",,"1"
"627","1","4","2023-11-24 16:00:00",,"1"
"628","1","4","2023-01-21 02:00:00",,"3"
"629","3","1","2024-05-19 18:00:00",,"4"
"630","1","2","2025-04-08 20:00:00",,"3"
"631","1","3","2023-06-21 08:00:00",,"1"
"632","1","2","2023-12-09 21:00:00",,"1"
"633","3","4","2025-05-14 14:00:00",,"1"
"634","3","4","2023-05-20 11:00:00","2042.84","1"
"635","1","3","2024-12-11 14:00:00",,"1"
"636","1","2","2023-09-14 07:00:00",,"1"
"637","3","3","2024-10-05 19:00:00","91050.21","1"
"638","3","3","2024-02-15 01:00:00","21722.87","1"
"639","4","1","2023-07-17 22:00:00","90826.27","1"
"640","5","4","2024-08-31 04:00:00","3410.90","1"
"641","5","3","2024-04-17 05:00:00",,"2"
"642","3","5","2023-05-01 18:00:00",,"1"
"643","4","5","2023-10-19 22:00:00","73996.71","1"
"644","4","3","2023-12-02 12:00:00",,"1"
"645","1","4","2024-12-31 17:00:00",,"1"
"646","1","5","2023-02-24 17:00:00",,"1"
"647","4","1","2023-08-14 02:00:00","49434.51","1"
"648","3","4","2024-03-31 04:00:00",,"1"
"649","3","5","2024-09-27 20:00:00",,"1"
"650","4","4","2024-04-20 11:00:00","97324.20","1"
"651","1","4","2025-03-22 16:00:00","98531.88","1"
"652","2","3","2023-08-27 21:00:00",,"1"
"653","2","2","2025-04-13 14:00:00",,"1"
"654","5","5","2024-11-10 02:00:00",,"1"
"655","3","3","2023-06-11 08:00:00",,"1"
"656","4","5","2025-05-15 06:00:00",,"1"
"657","5","5","2023-03-08 10:00:00",,"1"
"658","1","5","2024-06-12 01:00:00",,"1"
"659","3","2","2024-02-26 06:00:00","50913.82","3"
"660","1","1","2024-06-30 12:00:00","55055.33","1"
"661","4","4","2023-06-23 00:00:00",,"1"
"662","2","3","2024-10-12 20:00:00",,"1"
"663","2","2","2023-02-05 13:00:00","94653.79","1"
"664","5","4","2024-09-04 11:00:00",,"5"
"665","4","3","2023-07-01 18:00:00",,"1"
"666","3","1","2023-10-12 12:00:00",,"1"
"667","2","2","2025-02-20 09:00:00",,"1"
"668","2","5","2024-02-27 20:00:00","80324.74","1"
"669","3","3","2023-07-20 09:00:00",,"1"
"670","3","5","2024-05-10 06:00:00",,"1"
"671","2","5","2025-01-05 08:00:00",,"1"
"672","1","4","2023-07-06 21:00:00","60485.13","1"
"673","3","4","2024-09-20 02:00:00",,"1"
"674","4","4","2024-11-01 14:00:00","83239.50","3"
"675","3","5","2025-04-06 23:00:00",,"1"
"676","1","5","2024-09-26 12:00:00",,"1"
"677","2","1","2025-01-02 12:00:00",,"1"
"678","3","3","2023-02-15 14:00:00","23783.73","1"
"679","2","4","2024-09-03 10:00:00",,"1"
"680","4","4","2024-02-11 05:00:00","16909.45","1"
"681","1","2","2023-02-18 07:00:00",,"1"
"682","5","1","2024-09-14 06:00:00",,"1"
"683","1","3","2023-12-22 07:00:00",,"1"
"684","5","5","2024-11-22 06:00:00",,"1"
"685","2","4","2025-06-02 01:00:00",,"1"
"686","1","5","2025-02-10 07:00:00","98520.20","5"
"687","4","4","2023-01-13 05:00:00",,"1"
"688","4","1","2024-10-25 15:00:00",,"1"
"689","2","1","2024-01-07 19:00:00","75514.13","1"
"690","1","2","2023-09-18 15:00:00",,"1"
"691","1","5","2023-01-26 10:00:00",,"3"
"692","3","3","2024-05-19 10:00:00",,"1"
"693","2","2","2023-12-10 04:00:00","20003.73","1"
"694","1","4","2025-05-03 14:00:00",,"1"
"695","1","4","2023-01-28 00:00:00",,"1"
"696","2","3","2025-01-24 09:00:00",,"1"
"697","4","2","2025-03-04 18:00:00",,"4"
"698","2","5","2024-11-13 01:00:00",,"1"
"699","3","2","2025-03-03 11:00:00","29162.56","1"
"700","2","3","2023-01-10 09:00:00",,"1"
"701","4","2","2024-11-24 18:00:00",,"1"
"702","4","3","2024-08-20 14:00:00",,"1"
"703","4","4","2024-07-15 20:00:00",,"5"
"704","5","1","2024-09-19 02:00:00",,"1"
"705","3","5","2023-03-05 18:00:00",,"1"
"706","3","5","2025-05-15 06:00:00",,"1"
"707","2","2","2024-05-29 02:00:00","79705.16","1"
"708","1","2","2023-04-11 13:00:00",,"1"
"709","4","2","2023-01-11 09:00:00",,"2"
"710","5","4","2024-11-18 16:00:00",,"1"
"711","1","1","2024-11-22 06:00:00",,"1"
"712","1","2","2023-05-11 18:00:00",,"1"
"713","1","2","2023-03-22 13:00:00",,"1"
"714","3","5","2024-11-02 07:00:00",,"1"
"715","2","5","2024-01-29 10:00:00","89249.25","1"
"716","3","4","2024-11-03 14:00:00","32326.26","1"
"717","4","4","2024-06-10 21:00:00",,"1"
"718","3","3","2024-08-13 23:00:00","46986.77","1"
"719","2","5","2024-09-17 21:00:00",,"1"
"720","1","4","2025-05-20 18:00:00","45319.71","1"
"721","4","1","2024-09-20 01:00:00",,"4"
"722","1","3","2023-11-09 00:00:00",,"1"
"723","5","5","2023-05-27 20:00:00","5780.20","1"
"724","3","2","2024-07-08 08:00:00","47651.31","1"
"725","5","3","2024-10-22 05:00:00","77715.51","1"
"726","5","2","2023-10-23 14:00:00","8563.27","1"
"727","2","5","2023-03-02 08:00:00",,"1"
"728","2","3","2023-06-05 02:00:00","60298.56","1"
"729","3","3","2023-08-04 10:00:00",,"1"
"730","3","3","2023-03-24 01:00:00",,"1"
"731","4","1","2023-05-02 15:00:00","78749.33","1"
"732","2","2","2025-02-02 04:00:00",,"1"
"733","1","4","2024-01-27 19:00:00","33172.75","1"
"734","5","4","2025-06-16 14:00:00","99145.44","1"
"735","3","2","2023-11-22 14:00:00",,"1"
"736","5","4","2023-09-18 02:00:00","37610.08","1"
"737","1","2","2023-10-08 16:00:00",,"2"
"738","1","4","2023-12-27 16:00:00",,"1"
"739","3","4","2023-08-19 03:00:00",,"1"
"740","2","2","2025-01-19 04:00:00",,"1"
"741","2","2","2023-08-09 10:00:00",,"1"
"742","4","4","2024-06-03 17:00:00","27524.07","1"
"743","4","3","2023-01-12 18:00:00","90010.15","1"
"744","4","1","2023-04-23 12:00:00",,"5"
"745","5","2","2023-10-13 11:00:00",,"1"
"746","1","1","2024-06-08 09:00:00",,"1"
"747","1","2","2023-07-17 04:00:00",,"1"
"748","1","4","2023-11-10 10:00:00",,"1"
"749","2","1","2024-01-25 00:00:00","215.77","1"
"750","5","3","2025-03-06 23:00:00",,"1"
"751","1","1","2023-11-22 12:00:00",,"1"
"752","4","4","2024-01-16 19:00:00","75184.17","1"
"753","5","4","2025-06-05 17:00:00","62121.49","1"
"754","1","1","2023-09-09 01:00:00",,"4"
"755","3","2","2024-09-28 21:00:00",,"5"
"756","3","1","2025-01-18 20:00:00","25340.10","1"
"757","5","4","2025-01-10 03:00:00",,"1"
"758","3","5","2023-02-15 09:00:00","77466.44","1"
"759","2","3","2023-10-07 18:00:00","6938.18","1"
"760","3","1","2024-01-09 13:00:00",,"1"
"761","4","2","2023-07-12 10:00:00",,"1"
"762","5","1","2024-06-19 17:00:00","32638.24","3"
"763","1","3","2024-05-15 04:00:00",,"1"
"764","3","1","2024-05-24 08:00:00",,"1"
"765","3","4","2025-02-06 07:00:00","68535.08","1"
"766","2","4","2025-01-30 20:00:00","9543.27","1"
"767","1","5","2024-09-28 01:00:00",,"5"
"768","1","1","2024-11-03 06:00:00",,"1"
"769","3","2","2024-01-17 23:00:00",,"5"
"770","3","5","2025-01-05 13:00:00",,"1"
"771","5","4","2023-10-16 14:00:00",,"2"
"772","2","3","2024-07-01 16:00:00",,"1"
"773","4","2","2023-08-23 09:00:00",,"1"
"774","1","2","2024-04-27 01:00:00",,"1"
"775","2","5","2023-09-15 20:00:00",,"1"
"776","5","1","2023-12-26 21:00:00",,"2"
"777","4","1","2025-03-03 07:00:00","63861.23","1"
"778","2","2","2024-05-10 19:00:00",,"1"
"779","4","2","2023-07-09 06:00:00",,"1"
"780","1","5","2023-03-04 14:00:00","13262.56","1"
"781","1","4","2023-07-18 22:00:00",,"1"
"782","4","5","2024-08-31 22:00:00","73855.65","1"
"783","3","5","2024-09-20 23:00:00","23460.92","1"
"784","3","5","2025-02-09 12:00:00",,"1"
"785","4","1","2023-10-25 10:00:00",,"1"
"786","2","3","2023-08-11 23:00:00",,"1"
"787","3","2","2023-05-02 17:00:00",,"1"
"788","3","1","2024-12-29 16:00:00",,"1"
"789","4","1","2023-06-15 20:00:00","21499.37","1"
"790","2","2","2023-07-31 10:00:00",,"1"
"791","1","4","2025-05-19 18:00:00",,"1"
"792","4","3","2025-02-23 02:00:00","17343.28","1"
"793","2","2","2024-05-08 17:00:00",,"1"
"794","1","1","2023-11-04 10:00:00",,"1"
"795","1","5","2024-08-21 20:00:00",,"1"
"796","4","4","2024-11-17 15:00:00","37887.55","1"
"797","3","4","2025-05-31 17:00:00",,"1"
"798","1","5","2024-03-23 12:00:00",,"1"
"799","2","4","2023-05-23 20:00:00","1757.99","5"
"800","1","2","2024-08-29 17:00:00",,"1"
"801","3","2","2025-04-14 17:00:00","44526.69","1"
"802","4","3","2024-06-27 06:00:00",,"1"
"803","3","5","2023-12-13 03:00:00",,"1"
"804","4","2","2025-01-24 13:00:00",,"1"
"805","4","1","2023-06-03 16:00:00","89127.24","1"
"806","4","4","2024-07-26 02:00:00",,"1"
"807","1","5","2025-05-26 06:00:00",,"1"
"808","4","4","2023-07-30 03:00:00","34133.38","2"
"809","5","5","2025-03-29 15:00:00",,"1"
"810","3","5","2024-03-28 13:00:00",,"1"
"811","4","4","2023-01-20 18:00:00","39109.05","1"
"812","3","4","2024-10-16 12:00:00",,"4"
"813","4","5","2024-03-06 11:00:00",,"5"
"814","4","2","2025-01-11 11:00:00","50704.69","1"
"815","1","2","2023-02-28 08:00:00",,"1"
"816","2","1","2025-05-29 20:00:00",,"1"
"817","5","1","2024-07-20 00:00:00",,"1"
"818","2","3","2025-03-31 00:00:00",,"1"
"819","4","5","2023-11-09 01:00:00",,"1"
"820","5","3","2024-04-14 09:00:00",,"2"
"821","5","5","2024-04-19 22:00:00",,"1"
"822","4","1","2023-03-23 04:00:00","92999.89","1"
"823","5","5","2023-02-05 07:00:00",,"1"
"824","2","5","2024-04-30 23:00:00",,"1"
"825","5","2","2024-01-03 07:00:00",,"1"
"826","1","1","2023-08-09 23:00:00",,"1"
"827","1","1","2024-01-05 13:00:00",,"1"
"828","3","5","2024-02-16 08:00:00",,"1"
"829","5","3","2023-04-16 00:00:00",,"1"
"830","1","5","2023-03-15 22:00:00",,"1"
"831","2","2","2024-11-19 22:00:00",,"1"
"832","2","1","2023-10-07 12:00:00",,"1"
"833","2","5","2023-11-29 08:00:00",,"1"
"834","4","2","2023-09-04 15:00:00",,"1"
"835","4","1","2023-06-01 19:00:00",,"1"
"836","4","3","2023-08-21 20:00:00",,"1"
"837","2","3","2023-06-05 13:00:00",,"3"
"838","3","2","2024-09-16 17:00:00",,"1"
"839","2","1","2025-05-24 09:00:00",,"1"
"840","5","4","2023-04-27 12:00:00",,"1"
"841","3","1","2024-04-20 01:00:00",,"1"
"842","4","1","2024-03-01 00:00:00",,"1"
"843","2","2","2023-06-12 19:00:00",,"1"
"844","5","5","2025-06-08 06:00:00",,"1"
"845","4","5","2025-03-29 16:00:00",,"1"
"846","4","1","2024-09-02 22:00:00",,"1"
"847","5","5","2023-04-27 19:00:00","20511.33","3"
"848","5","1","2024-12-17 16:00:00","94035.00","1"
"849","4","4","2023-12-08 15:00:00",,"1"
"850","5","2","2024-06-08 01:00:00",,"1"
"851","2","2","2023-09-10 18:00:00",,"4"
"852","5","1","2024-08-07 01:00:00",,"1"
"853","1","1","2025-02-18 07:00:00","83150.73","1"
"854","1","1","2024-06-23 15:00:00",,"2"
"855","5","5","2024-05-12 02:00:00","62019.20","1"
"856","5","4","2023-12-30 23:00:00",,"1"
"857","2","5","2024-04-16 01:00:00","61948.02","1"
"858","3","3","2024-06-25 07:00:00","63145.22","1"
"859","2","2","2024-06-09 01:00:00",,"1"
"860","1","5","2023-02-08 18:00:00",,"3"
"861","2","2","2023-07-09 22:00:00","11659.42","1"
"862","5","4","2024-03-24 12:00:00",,"1"
"863","3","5","2025-01-24 14:00:00",,"1"
"864","2","3","2024-12-21 07:00:00",,"1"
"865","2","5","2023-11-02 04:00:00","79854.01","1"
"866","3","4","2025-01-02 22:00:00",,"1"
"867","4","4","2025-04-25 08:00:00",,"1"
"868","1","3","2023-03-20 23:00:00",,"1"
"869","2","3","2023-01-09 19:00:00","36265.48","4"
"870","4","4","2024-12-01 01:00:00","54073.11","4"
"871","2","5","2024-11-11 02:00:00",,"1"
"872","1","4","2024-02-02 01:00:00",,"2"
"873","3","5","2025-05-20 03:00:00","68194.82","4"
"874","3","2","2023-05-20 20:00:00","67810.86","1"
"875","1","1","2023-01-20 22:00:00","68960.47","1"
"876","3","3","2023-12-03 03:00:00",,"1"
"877","3","2","2024-08-24 14:00:00",,"1"
"878","4","3","2024-06-10 06:00:00",,"1"
"879","2","2","2023-04-10 22:00:00",,"1"
"880","1","1","2024-12-02 16:00:00",,"1"
"881","3","4","2024-09-13 10:00:00",,"1"
"882","2","4","2024-04-20 15:00:00",,"1"
"883","3","1","2023-08-15 21:00:00","96924.86","1"
"884","2","4","2024-08-27 03:00:00","17537.61","1"
"885","1","5","2024-04-17 21:00:00","89834.09","1"
"886","5","4","2024-05-26 17:00:00","65117.76","1"
"887","4","4","2024-01-17 21:00:00",,"1"
"888","4","4","2023-10-29 10:00:00",,"5"
"889","3","5","2024-09-26 01:00:00",,"1"
"890","1","3","2024-02-11 00:00:00","13341.70","1"
"891","1","3","2025-03-14 00:00:00",,"1"
"892","3","2","2025-04-08 18:00:00",,"2"
"893","3","5","2024-05-08 08:00:00",,"1"
"894","4","1","2023-11-28 12:00:00",,"2"
"895","5","4","2024-11-27 15:00:00","47228.35","1"
"896","2","5","2025-01-06 09:00:00",,"3"
"897","5","5","2023-04-24 17:00:00",,"1"
"898","3","5","2024-01-03 02:00:00",,"5"
"899","3","2","2025-05-25 19:00:00",,"1"
"900","2","3","2023-05-10 12:00:00",,"2"
"901","3","2","2024-06-27 22:00:00","51374.77","2"
"902","4","5","2023-11-13 21:00:00",,"1"
"903","3","4","2024-05-06 10:00:00",,"1"
"904","3","2","2023-07-29 01:00:00",,"1"
"905","1","3","2025-06-17 11:00:00",,"1"
"906","3","5","2024-01-16 02:00:00",,"1"
"907","5","1","2024-06-23 19:00:00",,"1"
"908","1","5","2023-10-06 18:00:00","43505.87","1"
"909","2","3","2023-12-11 13:00:00","3290.93","3"
"910","2","2","2024-12-07 21:00:00",,"1"
"911","1","1","2025-03-10 07:00:00","62925.43","1"
"912","1","2","2024-03-28 09:00:00",,"1"
"913","3","2","2023-03-02 08:00:00",,"1"
"914","2","1","2025-01-15 19:00:00",,"1"
"915","3","5","2023-12-17 11:00:00",,"1"
"916","2","4","2024-10-19 08:00:00",,"1"
"917","2","5","2024-06-13 04:00:00",,"1"
"918","3","4","2024-04-04 13:00:00",,"3"
"919","1","1","2023-07-30 16:00:00","73.52","1"
"920","4","4","2024-08-11 01:00:00",,"2"
"921","5","5","2024-02-06 13:00:00",,"1"
"922","2","5","2023-02-06 17:00:00",,"1"
"923","4","3","2023-12-01 12:00:00",,"1"
"924","2","1","2024-11-15 07:00:00",,"1"
"925","1","5","2024-01-27 09:00:00",,"1"
"926","3","2","2025-06-15 01:00:00",,"1"
"927","4","5","2025-05-11 20:00:00",,"1"
"928","5","1","2023-11-28 08:00:00","50699.79","1"
"929","2","4","2023-02-12 09:00:00","67967.14","1"
"930","3","1","2023-02-19 23:00:00","62436.57","1"
"931","3","5","2024-07-18 03:00:00","87737.82","1"
"932","2","2","2023-10-03 18:00:00","14534.77","1"
"933","5","2","2023-01-20 01:00:00",,"5"
"934","3","5","2023-11-23 21:00:00",,"1"
"935","5","5","2025-03-12 19:00:00",,"5"
"936","2","2","2023-03-07 05:00:00",,"1"
"937","3","4","2023-05-11 11:00:00","10057.82","4"
"938","1","3","2024-02-14 13:00:00",,"1"
"939","1","4","2023-08-11 03:00:00","21214.24","1"
"940","5","2","2025-04-21 19:00:00",,"3"
"941","2","3","2024-08-11 20:00:00",,"4"
"942","5","2","2025-05-01 17:00:00","82237.20","1"
"943","1","2","2025-05-18 02:00:00",,"1"
"944","2","3","2023-02-27 02:00:00",,"1"
"945","2","5","2023-05-19 03:00:00",,"1"
"946","3","2","2025-01-29 13:00:00",,"1"
"947","2","2","2025-02-06 05:00:00",,"5"
"948","4","4","2025-01-04 18:00:00",,"1"
"949","2","1","2024-07-09 17:00:00","77902.80","1"
"950","2","4","2024-05-08 18:00:00",,"1"
"951","3","2","2024-05-02 02:00:00","10439.35","1"
"952","4","2","2024-12-20 19:00:00","5090.74","1"
"953","3","3","2024-09-19 00:00:00","78529.70","1"
"954","5","5","2024-04-19 15:00:00",,"1"
"955","1","1","2024-12-27 22:00:00",,"1"
"956","3","3","2023-04-22 04:00:00",,"1"
"957","4","4","2024-02-11 05:00:00","67058.75","1"
"958","3","3","2024-11-25 11:00:00",,"1"
"959","3","1","2023-12-28 13:00:00",,"1"
"960","1","5","2024-02-15 11:00:00","35040.48","3"
"961","4","1","2023-12-04 13:00:00","82490.17","1"
"962","3","5","2024-07-18 12:00:00",,"2"
"963","3","2","2024-02-22 14:00:00",,"5"
"964","1","3","2023-06-29 13:00:00",,"2"
"965","5","2","2024-11-10 23:00:00",,"1"
"966","2","2","2023-03-31 20:00:00","98738.07","1"
"967","1","2","2025-03-19 14:00:00",,"1"
"968","1","5","2023-03-29 18:00:00",,"2"
"969","5","2","2025-01-30 11:00:00","47665.78","1"
"970","5","2","2025-03-12 11:00:00","46327.69","2"
"971","1","5","2024-06-24 05:00:00",,"4"
"972","1","1","2023-11-29 10:00:00",,"1"
"973","2","3","2023-10-18 03:00:00","31452.75","1"
"974","4","3","2023-07-27 18:00:00",,"1"
"975","3","3","2024-04-17 20:00:00",,"1"
"976","1","2","2025-01-12 23:00:00",,"1"
"977","5","4","2023-12-27 16:00:00",,"1"
"978","5","3","2023-05-23 01:00:00","76703.57","1"
"979","1","1","2023-05-17 11:00:00","13034.29","2"
"980","2","5","2025-05-25 21:00:00",,"5"
"981","4","5","2023-06-15 08:00:00",,"1"
"982","5","4","2023-07-13 06:00:00",,"1"
"983","1","1","2023-08-16 00:00:00",,"1"
"984","4","1","2023-07-07 22:00:00",,"1"
"985","5","3","2024-01-31 20:00:00","95709.11","1"
"986","3","4","2024-11-30 17:00:00",,"1"
"987","1","4","2023-08-10 00:00:00",,"1"
"988","1","2","2025-03-22 19:00:00",,"5"
"989","3","1","2025-02-21 01:00:00",,"1"
"990","5","5","2023-07-06 01:00:00","64784.06","3"
"991","2","2","2023-03-15 08:00:00",,"1"
"992","3","2","2023-07-13 04:00:00",,"2"
"993","2","3","2023-08-10 22:00:00","78910.78","1"
"994","4","3","2024-07-16 15:00:00",,"1"
"995","3","2","2024-01-08 22:00:00",,"1"
"996","1","5","2023-07-30 11:00:00","41102.44","1"
"997","2","3","2024-12-20 07:00:00",,"1"
"998","5","5","2025-03-04 11:00:00","52709.56","1"
"999","4","2","2025-03-25 11:00:00",,"4"
"1000","2","5","2024-07-08 06:00:00",,"1"
"1001","1","5","2023-03-20 17:00:00",,"1"
"1002","1","5","2023-08-18 09:00:00",,"1"
"1003","4","4","2023-07-03 00:00:00",,"1"
"1004","1","1","2023-11-05 09:00:00","77307.05","1"
"1005","3","5","2024-02-20 18:00:00",,"1"
"1006","3","3","2024-12-14 11:00:00",,"1"
"1007","1","5","2023-02-22 20:00:00",,"1"
"1008","4","3","2023-09-20 20:00:00",,"3"
"1009","3","5","2025-02-18 15:00:00",,"1"
"1010","2","5","2025-04-26 16:00:00","41782.15","3"
"1011","1","2","2024-09-07 08:00:00","94349.07","1"
"1012","3","1","2023-10-24 14:00:00",,"1"
"1013","3","3","2024-04-21 07:00:00","91749.66","1"
"1014","4","1","2024-09-14 02:00:00",,"1"
"1015","1","1","2023-11-29 10:00:00",,"1"
"1016","1","4","2024-04-08 08:00:00",,"1"
"1017","2","5","2024-04-18 23:00:00",,"1"
"1018","3","5","2024-12-26 09:00:00",,"1"
"1019","2","1","2023-01-14 14:00:00","93713.59","3"
"1020","3","3","2023-03-02 16:00:00",,"1"
"1021","3","4","2024-12-04 19:00:00","30645.67","1"
"1022","3","3","2024-10-24 10:00:00","48392.76","1"
"1023","2","5","2023-11-03 03:00:00","42195.38","1"
"1024","3","3","2023-02-01 12:00:00",,"1"
"1025","5","1","2025-05-09 09:00:00",,"1"
"1026","2","5","2024-03-31 00:00:00",,"1"
"1027","1","3","2024-08-13 00:00:00",,"3"
"1028","1","2","2025-02-26 13:00:00",,"2"
"1029","1","2","2023-07-14 04:00:00",,"2"
"1030","3","5","2024-02-06 09:00:00",,"1"
"1031","2","3","2023-07-04 17:00:00",,"5"
"1032","2","4","2024-07-01 01:00:00",,"2"
"1033","1","1","2025-06-17 23:00:00","32539.24","1"
"1034","3","1","2025-05-27 15:00:00",,"1"
"1035","1","4","2025-01-12 06:00:00","77639.21","1"
"1036","2","5","2024-01-29 16:00:00",,"5"
"1037","5","4","2023-06-06 12:00:00",,"1"
"1038","1","5","2025-04-03 03:00:00","47189.16","1"
"1039","4","1","2023-09-03 05:00:00",,"1"
"1040","2","1","2023-01-01 21:00:00",,"1"
"1041","4","2","2024-06-28 23:00:00",,"1"
"1042","4","3","2025-04-26 07:00:00","78483.02","1"
"1043","1","2","2024-08-08 02:00:00",,"1"
"1044","3","1","2025-01-01 22:00:00",,"1"
"1045","4","1","2024-03-05 03:00:00",,"1"
"1046","2","5","2024-09-06 17:00:00",,"1"
"1047","4","5","2024-04-24 22:00:00",,"1"
"1048","1","2","2023-09-25 08:00:00","38641.89","1"
"1049","1","5","2023-02-06 12:00:00",,"1"
"1050","4","3","2023-08-20 22:00:00","6377.85","1"
"1051","4","1","2024-12-05 11:00:00",,"1"
"1052","2","3","2023-09-03 02:00:00",,"2"
"1053","4","5","2023-11-25 02:00:00",,"5"
"1054","1","4","2025-01-20 08:00:00",,"5"
"1055","3","4","2024-07-28 19:00:00",,"1"
"1056","4","1","2024-03-03 21:00:00",,"1"
"1057","2","3","2024-09-18 20:00:00",,"1"
"1058","5","5","2024-07-03 08:00:00",,"4"
"1059","1","4","2025-01-06 18:00:00",,"1"
"1060","2","4","2025-02-14 01:00:00","52558.49","1"
"1061","2","4","2024-11-07 09:00:00","47813.36","1"
"1062","3","5","2023-09-17 13:00:00","98550.88","1"
"1063","4","1","2023-07-23 22:00:00",,"1"
"1064","5","3","2023-06-26 05:00:00",,"1"
"1065","1","1","2023-07-30 22:00:00",,"1"
"1066","4","4","2023-03-30 10:00:00","58553.67","1"
"1067","1","5","2023-04-14 18:00:00",,"2"
"1068","1","2","2024-04-15 12:00:00","37784.33","3"
"1069","1","4","2024-05-05 09:00:00",,"1"
"1070","2","3","2024-02-25 21:00:00",,"1"
"1071","3","1","2025-01-15 00:00:00",,"1"
"1072","1","4","2024-10-18 06:00:00",,"1"
"1073","4","5","2023-02-10 16:00:00",,"5"
"1074","3","2","2024-05-26 15:00:00",,"1"
"1075","3","4","2024-12-01 22:00:00",,"1"
"1076","1","5","2024-10-11 18:00:00",,"1"
"1077","3","3","2025-01-22 15:00:00",,"1"
